target,block,k_calibration,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,10,32,1.43974305962817,1.7160193253717881,0.7572763547534812,0.6447552852225324,0.679611569472483,2.567069097239106,1.606594724508248
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,11,32,1.7370156392429905,2.1521704045517387,0.4187700162487366,0.4480341040267759,0.36020409789498214,1.8874586088176875,1.6495956171638726
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,12,32,1.137878210183088,1.3871325899084124,0.6927139664508453,0.6237500326770846,0.5916397708801082,1.1575161985907585,1.7383565373044085
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,13,32,2.0649159706851488,2.401611988629989,0.5411433908243,0.45464575239279637,0.2768214653052154,1.243734296383275,1.6401741289465395
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,14,32,1.6395203511757463,1.839178673121462,0.853336105118195,0.7952329568400238,0.5761146676595073,1.6393596310755,1.6431758163193273
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,15,32,1.5145786490402082,1.744367636464021,0.6888598480915259,0.691453636381739,0.6224185839618829,2.214123697989794,1.644315815332933
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,16,32,1.1247855230193506,1.3899421148484792,0.8511711880604842,0.7804906811785398,0.7778890267588708,2.4486922530199666,1.6231548021739899
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,17,32,1.2036017326798905,1.4657782011410936,0.8582977407376216,0.8011315999373982,0.7542329132873914,2.3747943989954163,1.6174255345890656
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,18,32,1.8605875737284578,2.197638867919178,0.7242751832887372,0.7097341989969286,0.5874866742389905,2.9679275176459416,1.5998740780658318
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,19,32,1.4249331635650697,1.7648182715912288,0.6724531986480348,0.733086691904857,0.5778957201044038,1.9354828209002528,1.6381298535573654
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,20,32,1.14176376089241,1.5116274036337065,0.8225380435653187,0.8226341885286415,0.7223394619336074,2.1423920626253263,1.686676341169978
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,21,32,1.2720404737210025,1.6204963152973146,0.8546031674014232,0.7358504611746358,0.7387791034372997,2.745557491202834,1.582623998315639
